label,pred mean,pred majority,topic,entity_num_1,entity_num_2,label,pred_proba,key1,key2,doc_name_1,doc_name_2,sentence_num_1,sentence_num_2,mention 1,mention 2,sentence_text,pred,m1 pos,m1 entity types,m2 pos,m2 entity types,m1_has_PRON,m2_has_PRON,m1_has_PROPN,m2_has_PROPN,m1_is_PRON,m1_is_PROPN,m1_is_NOM,m2_is_PRON,m2_is_PROPN,m2_is_NOM
0,0,0,35,1,6,0,0.0012194971786811,35_1,35_6,35_10ecb.xml,35_10ecb.xml,1,2,earlier this week,in San Diego,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADV', 'DET', 'NOUN']","['DATE', 'DATE', 'DATE']","['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,2,6,0,0.001426609000191,35_2,35_6,35_10ecb.xml,35_10ecb.xml,1,2,he,in San Diego,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['PRON', 'PRON']",[''],"['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']",1,0,0,1,1,0,0,0,1,0
0,0,0,35,3,6,0,0.0200840961188077,35_3,35_6,35_10ecb.xml,35_10ecb.xml,1,2,Chargers,in San Diego,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],['ORG'],"['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,4,6,0,8.261178300017491e-05,35_4,35_6,35_10ecb.xml,35_10ecb.xml,1,2,offense,in San Diego,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],[''],"['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,5,6,0,0.0085816225036978,35_5,35_6,35_10ecb.xml,35_10ecb.xml,2,2,10News,in San Diego,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['PROPN'],['ORG'],"['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,1,7,0,0.0045849038287997,35_1,35_7,35_10ecb.xml,35_10ecb.xml,1,2,earlier this week,Jackson,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADV', 'DET', 'NOUN']","['DATE', 'DATE', 'DATE']",['PROPN'],['PERSON'],0,0,0,1,0,0,1,0,1,0
1,0,0,35,2,7,1,0.0348093062639236,35_2,35_7,35_10ecb.xml,35_10ecb.xml,1,2,he,Jackson,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['PRON', 'PRON']",[''],['PROPN'],['PERSON'],1,0,0,1,1,0,0,0,1,0
0,0,0,35,3,7,0,0.0089886644855141,35_3,35_7,35_10ecb.xml,35_10ecb.xml,1,2,Chargers,Jackson,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],['ORG'],['PROPN'],['PERSON'],0,0,0,1,0,0,1,0,1,0
0,0,0,35,4,7,0,0.0002727629616856,35_4,35_7,35_10ecb.xml,35_10ecb.xml,1,2,offense,Jackson,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],[''],['PROPN'],['PERSON'],0,0,0,1,0,0,1,0,1,0
0,0,0,35,5,7,0,0.0009501978638581,35_5,35_7,35_10ecb.xml,35_10ecb.xml,2,2,10News,Jackson,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['PROPN'],['ORG'],['PROPN'],['PERSON'],0,0,1,1,0,1,0,0,1,0
0,0,0,35,6,7,0,0.0027904382441192,35_6,35_7,35_10ecb.xml,35_10ecb.xml,2,2,in San Diego,Jackson,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']",['PROPN'],['PERSON'],0,0,1,1,0,1,0,0,1,0
0,0,0,35,1,8,0,0.0003907247446477,35_1,35_8,35_10ecb.xml,35_10ecb.xml,1,2,earlier this week,California Highway Patrol,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADV', 'DET', 'NOUN']","['DATE', 'DATE', 'DATE']","['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,2,8,0,0.0002758755290415,35_2,35_8,35_10ecb.xml,35_10ecb.xml,1,2,he,California Highway Patrol,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['PRON', 'PRON']",[''],"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",1,0,0,1,1,0,0,0,1,0
0,0,0,35,3,8,0,0.000989043386653,35_3,35_8,35_10ecb.xml,35_10ecb.xml,1,2,Chargers,California Highway Patrol,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],['ORG'],"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,4,8,0,4.047613401780836e-05,35_4,35_8,35_10ecb.xml,35_10ecb.xml,1,2,offense,California Highway Patrol,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],[''],"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,5,8,0,0.0004394414136186,35_5,35_8,35_10ecb.xml,35_10ecb.xml,2,2,10News,California Highway Patrol,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['PROPN'],['ORG'],"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,6,8,0,0.000927370856516,35_6,35_8,35_10ecb.xml,35_10ecb.xml,2,2,in San Diego,California Highway Patrol,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']","['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,7,8,0,0.0002454822533763,35_7,35_8,35_10ecb.xml,35_10ecb.xml,2,2,Jackson,California Highway Patrol,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['PROPN'],['PERSON'],"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,1,9,0,0.0041806893423199,35_1,35_9,35_10ecb.xml,35_10ecb.xml,1,2,earlier this week,early Tuesday morning,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADV', 'DET', 'NOUN']","['DATE', 'DATE', 'DATE']","['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,2,9,0,0.000128068626509,35_2,35_9,35_10ecb.xml,35_10ecb.xml,1,2,he,early Tuesday morning,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['PRON', 'PRON']",[''],"['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",1,0,0,1,1,0,0,0,1,0
0,0,0,35,3,9,0,4.772541069542058e-05,35_3,35_9,35_10ecb.xml,35_10ecb.xml,1,2,Chargers,early Tuesday morning,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],['ORG'],"['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,4,9,0,3.0524141038767993e-05,35_4,35_9,35_10ecb.xml,35_10ecb.xml,1,2,offense,early Tuesday morning,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],[''],"['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",0,0,0,1,0,0,1,0,1,0
0,0,0,35,5,9,0,0.0002102538419421,35_5,35_9,35_10ecb.xml,35_10ecb.xml,2,2,10News,early Tuesday morning,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['PROPN'],['ORG'],"['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,6,9,0,0.0003888656501658,35_6,35_9,35_10ecb.xml,35_10ecb.xml,2,2,in San Diego,early Tuesday morning,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']","['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,7,9,0,0.0002582645684015,35_7,35_9,35_10ecb.xml,35_10ecb.xml,2,2,Jackson,early Tuesday morning,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['PROPN'],['PERSON'],"['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,8,9,0,6.032475357642397e-05,35_8,35_9,35_10ecb.xml,35_10ecb.xml,2,2,California Highway Patrol,early Tuesday morning,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']","['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,1,10,0,0.0006786006852053,35_1,35_10,35_10ecb.xml,35_10ecb.xml,1,2,earlier this week,tests,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADV', 'DET', 'NOUN']","['DATE', 'DATE', 'DATE']",['NOUN'],[''],0,0,0,0,0,0,1,0,0,1
0,0,0,35,2,10,0,0.0001715221296763,35_2,35_10,35_10ecb.xml,35_10ecb.xml,1,2,he,tests,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['PRON', 'PRON']",[''],['NOUN'],[''],1,0,0,0,1,0,0,0,0,1
0,0,0,35,3,10,0,0.0004352852120064,35_3,35_10,35_10ecb.xml,35_10ecb.xml,1,2,Chargers,tests,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],['ORG'],['NOUN'],[''],0,0,0,0,0,0,1,0,0,1
0,0,0,35,4,10,0,5.704304567188956e-05,35_4,35_10,35_10ecb.xml,35_10ecb.xml,1,2,offense,tests,"["" But after being arrested for suspicion DUI earlier this week, he has bigger worries than his role in the Chargers' offense. "", ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['NOUN'],[''],['NOUN'],[''],0,0,0,0,0,0,1,0,0,1
0,0,0,35,5,10,0,0.0005968877812847,35_5,35_10,35_10ecb.xml,35_10ecb.xml,2,2,10News,tests,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['PROPN'],['ORG'],['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,35,6,10,0,0.0003341078117955,35_6,35_10,35_10ecb.xml,35_10ecb.xml,2,2,in San Diego,tests,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADP', 'PROPN', 'PROPN']","['', 'GPE', 'GPE']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,35,7,10,0,0.0005153192905709,35_7,35_10,35_10ecb.xml,35_10ecb.xml,2,2,Jackson,tests,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,['PROPN'],['PERSON'],['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,35,8,10,0,0.0006427703192457,35_8,35_10,35_10ecb.xml,35_10ecb.xml,2,2,California Highway Patrol,tests,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,35,9,10,0,0.0001122248941101,35_9,35_10,35_10ecb.xml,35_10ecb.xml,2,2,early Tuesday morning,tests,"[' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ', ' 10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests. ']",0,"['ADJ', 'PROPN', 'NOUN']","['TIME', 'TIME', 'TIME']",['NOUN'],[''],0,0,1,0,0,1,0,0,0,1
0,0,0,35,11,12,0,0.0073446198366582,35_11,35_12,35_11ecbplus.xml,35_11ecbplus.xml,1,1,San Diego Chargers,Defensive Tackle,"[' San Diego Chargers Defensive Tackle Faces DUI Charges ', ' San Diego Chargers Defensive Tackle Faces DUI Charges ']",0,"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']","['PROPN', 'PROPN']","['', '']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,11,13,0,0.0097911041229963,35_11,35_13,35_11ecbplus.xml,35_11ecbplus.xml,1,2,San Diego Chargers,Jamal Williams,"[' San Diego Chargers Defensive Tackle Faces DUI Charges ', ' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ']",0,"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']","['PROPN', 'PROPN']","['PERSON', 'PERSON']",0,0,1,1,0,1,0,0,1,0
1,0,0,35,12,13,1,0.0120319714769721,35_12,35_13,35_11ecbplus.xml,35_11ecbplus.xml,1,2,Defensive Tackle,Jamal Williams,"[' San Diego Chargers Defensive Tackle Faces DUI Charges ', ' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ']",0,"['PROPN', 'PROPN']","['', '']","['PROPN', 'PROPN']","['PERSON', 'PERSON']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,11,14,0,0.0005869622691534,35_11,35_14,35_11ecbplus.xml,35_11ecbplus.xml,1,2,San Diego Chargers,defensive tackle,"[' San Diego Chargers Defensive Tackle Faces DUI Charges ', ' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ']",0,"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']","['ADJ', 'NOUN']","['', '']",0,0,1,0,0,1,0,0,0,1
1,1,1,35,12,14,1,0.9522939324378968,35_12,35_14,35_11ecbplus.xml,35_11ecbplus.xml,1,2,Defensive Tackle,defensive tackle,"[' San Diego Chargers Defensive Tackle Faces DUI Charges ', ' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ']",1,"['PROPN', 'PROPN']","['', '']","['ADJ', 'NOUN']","['', '']",0,0,1,0,0,1,0,0,0,1
1,0,0,35,13,14,1,0.0015417448012158,35_13,35_14,35_11ecbplus.xml,35_11ecbplus.xml,2,2,Jamal Williams,defensive tackle,"[' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ', ' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ']",0,"['PROPN', 'PROPN']","['PERSON', 'PERSON']","['ADJ', 'NOUN']","['', '']",0,0,1,0,0,1,0,0,0,1
1,1,1,35,11,15,1,0.8841679692268372,35_11,35_15,35_11ecbplus.xml,35_11ecbplus.xml,1,2,San Diego Chargers,San Diego Chargers,"[' San Diego Chargers Defensive Tackle Faces DUI Charges ', ' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ']",1,"['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']","['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,12,15,0,0.0042279041372239,35_12,35_15,35_11ecbplus.xml,35_11ecbplus.xml,1,2,Defensive Tackle,San Diego Chargers,"[' San Diego Chargers Defensive Tackle Faces DUI Charges ', ' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ']",0,"['PROPN', 'PROPN']","['', '']","['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,1,1,0,1,0,0,1,0
0,0,0,35,13,15,0,0.0054069687612354,35_13,35_15,35_11ecbplus.xml,35_11ecbplus.xml,2,2,Jamal Williams,San Diego Chargers,"[' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ', ' Jamal Williams, the defensive tackle for the San Diego Chargers was arrested on suspicion of drunk driving early morning on Sunday, February 1, 2009. ']",0,"['PROPN', 'PROPN']","['PERSON', 'PERSON']","['PROPN', 'PROPN', 'PROPN']","['ORG', 'ORG', 'ORG']",0,0,1,1,0,1,0,0,1,0
